# File modified by Jason Curtis:
#   - certain columns were removed, others renamed
#   - the row with the column names is no longer commented out so that the names can be read properly.
#
# Original File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Tue Dec  7 06:20:02 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries
# Kind of output: isochrone tables
log_Age Initial_Mass Mass log_Lum log_Temp log_g label Gmag G_BPmag G_RPmag
8.54001 3.1125752926 3.112 2.228 3.6812 2.38 3 -0.76 -0.24 -1.423
8.54001 3.112858057 3.113 2.274 3.6762 2.314 3 -0.86 -0.325 -1.535
8.54001 3.1131401062 3.113 2.315 3.6721 2.257 3 -0.947 -0.4 -1.632
8.54001 3.1134223938 3.113 2.354 3.6683 2.202 3 -1.032 -0.472 -1.726
8.54001 3.1137020588 3.113 2.393 3.6648 2.15 3 -1.115 -0.544 -1.818
8.54001 3.113972187 3.114 2.431 3.6614 2.098 3 -1.198 -0.615 -1.909
8.54001 3.1142423153 3.114 2.469 3.6581 2.047 3 -1.28 -0.686 -1.999
8.54001 3.1145122051 3.114 2.507 3.655 1.996 3 -1.363 -0.759 -2.09
8.54001 3.1148271561 3.115 2.553 3.6514 1.937 3 -1.461 -0.845 -2.196
8.54001 3.1150970459 3.115 2.592 3.6484 1.885 3 -1.545 -0.919 -2.287
8.54001 3.1153666973 3.115 2.631 3.6454 1.834 3 -1.63 -0.994 -2.379
8.54001 3.1156811714 3.115 2.678 3.6417 1.772 3 -1.731 -1.084 -2.488
8.54001 3.1159505844 3.116 2.719 3.6385 1.718 3 -1.818 -1.161 -2.582
8.54001 3.1161975861 3.116 2.758 3.6354 1.667 3 -1.899 -1.232 -2.669
8.54001 3.1164908409 3.116 2.803 3.6318 1.607 3 -1.994 -1.316 -2.772
8.54001 3.1169016361 3.117 2.846 3.6283 1.551 3 -2.083 -1.394 -2.868
8.54001 3.1179549694 3.118 2.813 3.6312 1.596 4 -2.015 -1.336 -2.794
8.54001 3.1188356876 3.119 2.784 3.6338 1.635 4 -1.955 -1.283 -2.729
8.54001 3.1196854115 3.119 2.752 3.6365 1.678 4 -1.89 -1.227 -2.658
8.54001 3.1204307079 3.12 2.722 3.6391 1.719 4 -1.827 -1.172 -2.59
8.54001 3.1211459637 3.121 2.687 3.6421 1.765 4 -1.755 -1.109 -2.511
8.54001 3.1217670441 3.121 2.655 3.6448 1.808 4 -1.688 -1.05 -2.438
8.54001 3.1223726273 3.122 2.622 3.6476 1.853 4 -1.617 -0.989 -2.361
8.54001 3.1229732037 3.123 2.588 3.6505 1.899 4 -1.545 -0.926 -2.283
8.54001 3.1235902309 3.123 2.553 3.6534 1.945 4 -1.471 -0.861 -2.202
8.54001 3.1243124008 3.124 2.514 3.6567 1.998 4 -1.386 -0.787 -2.109
8.54001 3.1250197887 3.125 2.476 3.6599 2.048 4 -1.306 -0.718 -2.021
8.54001 3.1258068085 3.125 2.438 3.6632 2.099 4 -1.223 -0.646 -1.93
8.54001 3.126714468 3.126 2.399 3.6666 2.152 4 -1.138 -0.572 -1.837
8.54001 3.1278095245 3.127 2.359 3.6701 2.207 4 -1.052 -0.498 -1.742
8.54001 3.1292030811 3.129 2.319 3.6739 2.262 4 -0.963 -0.421 -1.644
8.54001 3.1314623356 3.131 2.27 3.679 2.331 4 -0.859 -0.332 -1.528
8.54001 3.1347968578 3.134 2.231 3.6843 2.392 4 -0.777 -0.266 -1.434
8.54001 3.1414139271 3.141 2.203 3.6919 2.452 4 -0.73 -0.24 -1.369
8.54001 3.1452834606 3.145 2.208 3.6921 2.448 4 -0.743 -0.254 -1.382
8.54001 3.1790533066 3.178 2.256 3.693 2.408 5 -0.867 -0.379 -1.504
8.54001 3.2000000477 3.199 2.288 3.6932 2.38 5 -0.947 -0.459 -1.584
8.54001 3.20084095 3.2 2.289 3.6933 2.379 5 -0.95 -0.462 -1.587
8.54001 3.237878561 3.237 2.345 3.6922 2.324 5 -1.087 -0.596 -1.727
8.54001 3.2492527962 3.248 2.362 3.6916 2.306 5 -1.126 -0.633 -1.768
8.54001 3.2735981941 3.273 2.39 3.6871 2.264 6 -1.184 -0.679 -1.836
8.54001 3.2912840843 3.29 2.414 3.6819 2.221 6 -1.228 -0.708 -1.892
8.54001 3.2981674671 3.297 2.439 3.6755 2.171 6 -1.27 -0.73 -1.948
8.54001 3.3001866341 3.299 2.477 3.6698 2.111 6 -1.345 -0.789 -2.037
8.54001 3.3009293079 3.3 2.518 3.6648 2.05 6 -1.428 -0.855 -2.132
8.54001 3.3011393547 3.3 2.553 3.6609 1.999 6 -1.502 -0.916 -2.215
8.54001 3.301173687 3.3 2.562 3.66 1.987 6 -1.52 -0.932 -2.235
8.54001 3.3011946678 3.3 2.57 3.6592 1.975 7 -1.538 -0.947 -2.255
8.54001 3.3013105392 3.3 2.62 3.6545 1.906 7 -1.644 -1.038 -2.371
8.54001 3.3014876842 3.3 2.653 3.6517 1.862 7 -1.714 -1.099 -2.448
8.54001 3.3019182682 3.301 2.619 3.6549 1.909 7 -1.642 -1.038 -2.369
8.54001 3.3033678532 3.302 2.629 3.6537 1.895 7 -1.663 -1.055 -2.393
8.54001 3.3039178848 3.303 2.664 3.6504 1.846 7 -1.737 -1.119 -2.474
8.54001 3.304527998 3.303 2.706 3.6467 1.79 7 -1.823 -1.192 -2.568
8.54001 3.3050870895 3.304 2.739 3.6438 1.745 7 -1.893 -1.254 -2.645
8.54001 3.3057265282 3.304 2.776 3.6405 1.695 7 -1.97 -1.321 -2.729
8.54001 3.3063871861 3.305 2.815 3.6371 1.643 7 -2.05 -1.39 -2.816
8.54001 3.3070137501 3.306 2.854 3.6337 1.59 7 -2.131 -1.46 -2.904
8.54001 3.3075976372 3.306 2.893 3.6303 1.537 7 -2.211 -1.531 -2.991
8.54001 3.3081438541 3.307 2.932 3.6269 1.484 7 -2.29 -1.598 -3.078
8.54001 3.3086526394 3.307 2.972 3.6232 1.43 7 -2.369 -1.662 -3.167
8.54001 3.3091168404 3.308 3.012 3.6194 1.375 7 -2.447 -1.724 -3.255
8.54001 3.3095395565 3.308 3.052 3.6156 1.32 7 -2.525 -1.784 -3.343
8.54001 3.3099222183 3.309 3.092 3.6118 1.264 7 -2.601 -1.843 -3.43
8.54001 3.3102715015 3.309 3.133 3.6077 1.208 7 -2.674 -1.896 -3.515
8.54001 3.3105955124 3.309 3.173 3.6038 1.152 7 -2.747 -1.949 -3.6
8.54001 3.3108224869 3.309 3.203 3.5996 1.105 7 -2.793 -1.974 -3.658
8.54001 3.3111052513 3.309 3.243 3.5959 1.051 7 -2.865 -2.024 -3.742
8.54001 3.3113660812 3.309 3.283 3.5922 0.995 7 -2.936 -2.073 -3.826
8.54001 3.3116073608 3.309 3.323 3.5885 0.941 7 -3.005 -2.117 -3.908
8.54001 3.3118319511 3.309 3.364 3.5848 0.885 7 -3.071 -2.155 -3.989
8.54001 3.3120410442 3.309 3.404 3.5808 0.829 7 -3.136 -2.19 -4.069
8.54001 3.3122355938 3.309 3.445 3.5768 0.772 7 -3.194 -2.21 -4.145
8.54001 3.3124172688 3.309 3.485 3.5727 0.715 7 -3.25 -2.225 -4.219
8.54001 3.3125879765 3.308 3.526 3.5685 0.658 7 -3.302 -2.229 -4.291
8.54001 3.3127486706 3.308 3.567 3.5642 0.6 7 -3.347 -2.216 -4.358
8.54001 3.3129010201 3.307 3.608 3.5599 0.541 7 -3.392 -2.202 -4.426
8.54001 3.3130459785 3.307 3.649 3.5553 0.482 7 -3.424 -2.153 -4.484
8.54001 3.3131842613 3.306 3.69 3.5506 0.422 7 -3.453 -2.096 -4.541
8.54001 3.3133175373 3.305 3.731 3.5459 0.362 7 -3.472 -2.009 -4.588
8.54001 3.3134453297 3.304 3.772 3.5411 0.302 7 -3.486 -1.911 -4.631
8.54001 3.3135809898 3.301 3.816 3.5358 0.236 7 -3.488 -1.776 -4.664
8.54001 3.3137142658 3.298 3.858 3.5306 0.173 7 -3.484 -1.632 -4.69
8.54001 3.3138411045 3.292 3.895 3.5257 0.115 7 -3.457 -1.457 -4.688
8.54001 3.3139734268 3.284 3.927 3.5215 0.066 7 -3.428 -1.296 -4.68
8.54001 3.3141136169 3.272 3.927 3.5213 0.064 7 -3.422 -1.284 -4.675
8.54001 3.3141341209 3.27 3.906 3.5239 0.094 7 -3.438 -1.381 -4.678
8.54001 3.3141505718 3.269 3.884 3.5267 0.127 7 -3.455 -1.486 -4.68
8.54001 3.3141629696 3.269 3.861 3.5296 0.161 7 -3.47 -1.588 -4.681
8.54001 3.3141722679 3.268 3.851 3.5309 0.177 7 -3.473 -1.629 -4.677
8.54001 3.3141818047 3.268 3.841 3.5321 0.192 7 -3.474 -1.663 -4.671
8.54001 3.3141965866 3.268 3.849 3.5313 0.181 7 -3.476 -1.642 -4.678
8.54001 3.314204216 3.267 3.858 3.5301 0.167 7 -3.474 -1.608 -4.683
8.54001 3.3142147064 3.267 3.874 3.5281 0.142 7 -3.466 -1.539 -4.684
8.54001 3.31422925 3.266 3.903 3.5244 0.099 7 -3.444 -1.403 -4.681
8.54001 3.3142609596 3.264 3.94 3.5196 0.042 7 -3.41 -1.217 -4.671
8.54001 3.3142805099 3.263 3.952 3.5181 0.024 7 -3.392 -1.147 -4.66
8.54001 3.3142879009 3.262 3.974 3.5152 -0.01 7 -3.355 -1.006 -4.635
8.54001 3.3142976761 3.261 3.989 3.5132 -0.033 7 -3.328 -0.908 -4.617
8.54001 3.3143155575 3.258 3.953 3.5177 0.021 7 -3.381 -1.12 -4.65
8.54001 3.3143157959 3.258 3.94 3.5193 0.04 7 -3.401 -1.198 -4.664
8.54001 3.3143160343 3.258 3.928 3.5209 0.059 7 -3.416 -1.265 -4.671
8.54001 3.3143162727 3.258 3.923 3.5216 0.066 7 -3.42 -1.291 -4.672
8.54001 3.3143165112 3.258 3.958 3.5171 0.014 7 -3.373 -1.09 -4.645
8.54001 3.3143167496 3.258 3.951 3.5179 0.023 7 -3.383 -1.128 -4.652
8.54001 3.3143172264 3.258 3.936 3.5199 0.047 7 -3.409 -1.226 -4.669
8.54001 3.3143186569 3.258 3.924 3.5215 0.065 7 -3.421 -1.288 -4.673
8.54001 3.3143222332 3.258 3.936 3.5201 0.048 7 -3.413 -1.235 -4.672
8.54001 3.3143253326 3.257 3.956 3.5175 0.017 7 -3.382 -1.113 -4.652
8.54001 3.3143293858 3.257 3.97 3.5157 -0.004 7 -3.359 -1.027 -4.637
8.54001 3.314334631 3.256 4.006 3.5109 -0.059 7 -3.297 -0.794 -4.596
8.54001 3.3143451214 3.254 4.039 3.5063 -0.112 7 -3.227 -0.571 -4.544
8.54001 3.3143620491 3.25 4.06 3.5034 -0.144 7 -3.179 -0.426 -4.506
8.54001 3.314365387 3.25 4.06 3.5034 -0.144 8 -3.18 -0.427 -4.506
8.54001 3.3143663406 3.249 4.111 3.4972 -0.22 8 -3.084 -0.136 -4.433
8.54001 3.3143661022 3.249 4.123 3.4956 -0.239 8 -3.058 -0.065 -4.411
8.54001 3.3143672943 3.249 4.021 3.509 -0.084 8 -3.272 -0.702 -4.579
8.54001 3.3143694401 3.248 3.881 3.5275 0.13 8 -3.465 -1.518 -4.687
8.54001 3.3143727779 3.247 3.903 3.5245 0.096 8 -3.445 -1.406 -4.682
8.54001 3.3143770695 3.246 3.962 3.5167 0.007 8 -3.371 -1.075 -4.645
8.54001 3.3143827915 3.244 4.016 3.5094 -0.077 8 -3.273 -0.716 -4.578
8.54001 3.3143899441 3.242 4.053 3.5044 -0.134 8 -3.197 -0.477 -4.52
8.54001 3.3143985271 3.24 4.073 3.5016 -0.166 8 -3.149 -0.334 -4.482
8.54001 3.3144090176 3.237 4.084 3.4999 -0.184 8 -3.119 -0.251 -4.459
8.54001 3.3144211769 3.233 4.092 3.4986 -0.198 8 -3.095 -0.193 -4.438
8.54001 3.3144214153 3.233 4.254 3.4772 -0.446 8 -2.578 0.869 -4.007
8.54001 3.3144218922 3.233 4.156 3.4901 -0.297 8 -2.93 0.218 -4.301
8.54001 3.3144233227 3.232 4.055 3.5034 -0.142 8 -3.171 -0.422 -4.498
8.54001 3.3144257069 3.232 3.914 3.522 0.074 8 -3.409 -1.294 -4.658
8.54001 3.3144292831 3.23 3.935 3.5192 0.041 8 -3.384 -1.177 -4.647
8.54001 3.3144340515 3.229 3.992 3.5116 -0.047 8 -3.285 -0.808 -4.581
8.54001 3.3144404888 3.227 4.044 3.5046 -0.127 8 -3.185 -0.474 -4.507
8.54001 3.3144483566 3.224 4.079 3.4999 -0.181 8 -3.108 -0.24 -4.447
8.54001 3.3144578934 3.221 4.097 3.4974 -0.209 8 -3.067 -0.134 -4.413
8.54001 3.3144695759 3.217 4.105 3.4962 -0.222 8 -3.044 -0.078 -4.394
8.54001 3.3144829273 3.213 4.109 3.4954 -0.231 8 -3.028 -0.041 -4.38
8.54001 3.3144831657 3.212 4.273 3.4736 -0.481 8 -2.44 1.105 -3.888
8.54001 3.314483881 3.212 4.176 3.4865 -0.333 8 -2.869 0.328 -4.249
8.54001 3.3144853115 3.212 4.075 3.5 -0.178 8 -3.101 -0.236 -4.44
8.54001 3.3144879341 3.211 3.934 3.5187 0.038 8 -3.366 -1.143 -4.631
8.54001 3.3144919872 3.209 3.955 3.5159 0.005 8 -3.329 -1.008 -4.606
8.54001 3.3144972324 3.207 4.011 3.5083 -0.081 8 -3.227 -0.641 -4.536
8.54001 3.3145041466 3.204 4.062 3.5014 -0.161 8 -3.119 -0.303 -4.453
8.54001 3.3145129681 3.201 4.096 3.4968 -0.213 8 -3.045 -0.099 -4.393
8.54001 3.3145236969 3.196 4.112 3.4944 -0.24 8 -3.003 0.008 -4.358
8.54001 3.3145363331 3.191 4.119 3.4933 -0.252 8 -2.982 0.059 -4.34
8.54001 3.3145513535 3.186 4.123 3.4926 -0.26 8 -2.967 0.093 -4.327
8.54001 3.3145515919 3.185 4.288 3.4704 -0.513 8 -2.315 1.316 -3.781
8.54001 3.3145523071 3.185 4.192 3.4834 -0.365 8 -2.782 0.476 -4.173
8.54001 3.3145537376 3.184 4.091 3.4968 -0.211 8 -3.039 -0.095 -4.386
8.54001 3.3145565987 3.183 3.95 3.5158 0.006 8 -3.316 -0.991 -4.593
8.54001 3.3145606518 3.181 3.971 3.5129 -0.027 8 -3.277 -0.85 -4.567
8.54001 3.3145661354 3.179 4.027 3.5054 -0.113 8 -3.17 -0.49 -4.489
8.54001 3.314573288 3.175 4.077 3.4985 -0.191 8 -3.063 -0.165 -4.405
8.54001 3.3145823479 3.171 4.11 3.4939 -0.243 8 -2.984 0.037 -4.339
8.54001 3.3145933151 3.166 4.126 3.4916 -0.269 8 -2.941 0.142 -4.303
8.54001 3.3146066666 3.16 4.133 3.4905 -0.281 8 -2.914 0.202 -4.28
8.54001 3.3146219254 3.153 4.136 3.4897 -0.289 8 -2.896 0.238 -4.264
8.54001 3.3146221638 3.153 4.302 3.4673 -0.544 8 -2.138 1.612 -3.629
8.54001 3.314622879 3.153 4.207 3.4802 -0.397 8 -2.693 0.624 -4.095
8.54001 3.3146247864 3.152 4.107 3.4937 -0.244 8 -2.97 0.055 -4.326
8.54001 3.3146276474 3.15 3.966 3.5129 -0.026 8 -3.261 -0.832 -4.551
8.54001 3.3146321774 3.148 3.986 3.51 -0.059 8 -3.22 -0.687 -4.523
8.54001 3.3146383762 3.144 4.041 3.5024 -0.144 8 -3.107 -0.329 -4.436
8.54001 3.314646244 3.14 4.09 3.4955 -0.221 8 -2.997 -0.023 -4.347
8.54001 3.3146562576 3.135 4.122 3.491 -0.272 8 -2.917 0.177 -4.28
8.54001 3.314668417 3.128 4.138 3.4887 -0.297 8 -2.872 0.273 -4.242
8.54001 3.3146831989 3.12 4.144 3.4876 -0.309 8 -2.852 0.309 -4.225
8.54001 3.3147001266 3.111 4.147 3.4869 -0.317 8 -2.839 0.333 -4.213
8.54001 3.3147003651 3.111 4.314 3.464 -0.575 8 -1.905 1.995 -3.427
8.54001 3.3147010803 3.111 4.219 3.4769 -0.429 8 -2.588 0.798 -4.004
8.54001 3.3147029877 3.109 4.12 3.4905 -0.276 8 -2.896 0.211 -4.26
8.54001 3.3147060871 3.108 3.979 3.5099 -0.057 8 -3.2 -0.666 -4.503
8.54001 3.3147108555 3.105 4.0 3.507 -0.09 8 -3.158 -0.532 -4.471
8.54001 3.3147172928 3.101 4.053 3.4994 -0.174 8 -3.038 -0.168 -4.377
8.54001 3.3147256374 3.095 4.102 3.4926 -0.25 8 -2.926 0.121 -4.284
8.54001 3.3147361279 3.089 4.132 3.4882 -0.3 8 -2.851 0.295 -4.221
8.54001 3.314748764 3.081 4.147 3.4859 -0.324 8 -2.814 0.366 -4.19
8.54001 3.3147640228 3.071 4.152 3.4848 -0.336 8 -2.795 0.401 -4.173
8.54001 3.3147819042 3.06 4.155 3.4841 -0.343 8 -2.781 0.424 -4.16
8.54001 3.3147821426 3.06 4.323 3.4608 -0.604 8 -1.688 2.349 -3.239
8.54001 3.3147828579 3.059 4.229 3.4738 -0.458 8 -2.482 0.97 -3.911
8.54001 3.3147847652 3.058 4.131 3.4874 -0.306 8 -2.829 0.324 -4.2
8.54001 3.3147878647 3.056 3.989 3.5071 -0.086 8 -3.137 -0.518 -4.45
8.54001 3.3147926331 3.052 4.01 3.5042 -0.118 8 -3.091 -0.375 -4.413
8.54001 3.3147990704 3.047 4.063 3.4966 -0.203 8 -2.975 -0.039 -4.321
8.54001 3.314807415 3.041 4.11 3.4898 -0.278 8 -2.856 0.259 -4.221
8.54001 3.3148179054 3.033 4.14 3.4855 -0.326 8 -2.792 0.388 -4.167
8.54001 3.3148305416 3.024 4.154 3.4832 -0.35 8 -2.755 0.457 -4.136
8.54001 3.3148458004 3.013 4.159 3.4822 -0.361 8 -2.727 0.504 -4.112
8.54001 3.3148636818 3.0 4.161 3.4815 -0.368 8 -2.706 0.538 -4.093
8.54001 3.3148639202 3.0 4.33 3.4576 -0.632 8 -1.47 2.71 -3.048
8.54001 3.3148646355 2.999 4.237 3.4707 -0.487 8 -2.361 1.164 -3.804
8.54001 3.3148665428 2.998 4.14 3.4844 -0.335 8 -2.765 0.425 -4.142
8.54001 3.3148696423 2.995 3.998 3.5044 -0.114 8 -3.07 -0.364 -4.392
8.54001 3.3148741722 2.991 4.018 3.5014 -0.147 8 -3.021 -0.216 -4.353
8.54001 3.3148803711 2.986 4.071 3.4938 -0.231 8 -2.902 0.106 -4.255
8.54001 3.3148884773 2.979 4.117 3.487 -0.305 8 -2.798 0.35 -4.168
8.54001 3.3148987293 2.97 4.146 3.4826 -0.353 8 -2.729 0.484 -4.11
8.54001 3.3149111271 2.959 4.16 3.4804 -0.377 8 -2.671 0.585 -4.06
8.54001 3.314925909 2.946 4.165 3.4793 -0.389 8 -2.641 0.637 -4.034
8.54001 3.3149433136 2.932 4.167 3.4785 -0.396 8 -2.621 0.67 -4.016
8.54001 3.314943552 2.932 4.337 3.4542 -0.663 8 -1.088 3.325 -2.709
8.54001 3.3149442673 2.931 4.245 3.4673 -0.519 8 -2.237 1.368 -3.696
8.54001 3.3149461746 2.929 4.148 3.4811 -0.367 8 -2.689 0.542 -4.073
8.54001 3.3149492741 2.926 4.006 3.5014 -0.144 8 -2.992 -0.187 -4.323
8.54001 3.3149540424 2.921 4.027 3.4983 -0.178 8 -2.944 -0.053 -4.284
8.54001 3.3149604797 2.914 4.079 3.4906 -0.262 8 -2.816 0.271 -4.177
8.54001 3.3149688244 2.906 4.124 3.4838 -0.336 8 -2.726 0.46 -4.102
8.54001 3.3149793148 2.895 4.152 3.4794 -0.383 8 -2.639 0.622 -4.028
8.54001 3.3149921894 2.882 4.166 3.4771 -0.408 8 -2.584 0.721 -3.982
8.54001 3.3150074482 2.867 4.171 3.4758 -0.42 8 -2.555 0.771 -3.957
8.54001 3.3150253296 2.849 4.173 3.4749 -0.428 8 -2.532 0.807 -3.937
8.54001 3.315025568 2.849 4.343 3.4501 -0.698 8 -0.667 4.009 -2.334
8.54001 3.3150262833 2.848 4.252 3.4633 -0.554 8 -2.099 1.598 -3.575
8.54001 3.3150281906 2.846 4.156 3.4773 -0.403 8 -2.586 0.704 -3.98
8.54001 3.3150312901 2.842 4.014 3.4978 -0.179 8 -2.9 -0.002 -4.242
8.54001 3.31503582 2.836 4.034 3.4946 -0.213 8 -2.853 0.122 -4.202
8.54001 3.3150420189 2.829 4.086 3.4869 -0.297 8 -2.742 0.389 -4.109
8.54001 3.3150501251 2.819 4.131 3.4801 -0.37 8 -2.639 0.588 -4.022
8.54001 3.3150603771 2.806 4.158 3.4756 -0.418 8 -2.542 0.771 -3.941
8.54001 3.3150730133 2.791 4.171 3.4732 -0.443 8 -2.488 0.869 -3.896
8.54001 3.3150877953 2.774 4.176 3.4719 -0.455 8 -2.447 0.938 -3.86
8.54001 3.3151051998 2.753 4.178 3.4709 -0.465 8 -2.402 1.009 -3.82
8.54001 3.3151054382 2.753 4.35 3.4455 -0.738 8 -0.198 4.783 -1.916
8.54001 3.3151061535 2.752 4.259 3.4589 -0.594 8 -1.825 2.048 -3.335
8.54001 3.3151078224 2.749 4.164 3.4729 -0.443 8 -2.478 0.872 -3.884
8.54001 3.3151109219 2.744 4.021 3.4938 -0.218 8 -2.797 0.195 -4.148
8.54001 3.3151154518 2.737 4.042 3.4905 -0.253 8 -2.739 0.336 -4.098
8.54001 3.3151214123 2.728 4.093 3.4826 -0.337 8 -2.649 0.528 -4.022
8.54001 3.3151295185 2.716 4.137 3.4757 -0.411 8 -2.529 0.759 -3.923
8.54001 3.3151392937 2.7 4.164 3.4711 -0.459 8 -2.428 0.946 -3.839
8.54001 3.315151453 2.682 4.177 3.4685 -0.485 8 -2.298 1.167 -3.727
8.54001 3.3151659966 2.66 4.182 3.467 -0.499 8 -2.24 1.266 -3.677
8.54001 3.3151829243 2.635 4.184 3.4657 -0.51 8 -2.194 1.342 -3.636
8.54001 3.3151831627 2.634 4.356 3.4399 -0.786 8 0.739 6.255 -1.068
8.54001 3.3151838779 2.633 4.267 3.4533 -0.643 8 -1.476 2.629 -3.029
8.54001 3.3151855469 2.629 4.172 3.4674 -0.492 8 -2.265 1.211 -3.695
8.54001 3.3151886463 2.623 4.029 3.4886 -0.266 8 -2.666 0.428 -4.027
8.54001 3.3151929379 2.615 4.05 3.4852 -0.302 8 -2.632 0.5 -3.998
8.54001 3.3151991367 2.603 4.1 3.4772 -0.386 8 -2.531 0.704 -3.914
8.54001 3.3152070045 2.587 4.144 3.4701 -0.46 8 -2.388 0.976 -3.795
8.54001 3.3152167797 2.568 4.17 3.4654 -0.509 8 -2.188 1.329 -3.626
8.54001 3.3152289391 2.544 4.183 3.4627 -0.536 8 -2.089 1.506 -3.542
8.54001 3.3152432442 2.517 4.187 3.461 -0.552 8 -2.024 1.616 -3.486
8.54001 3.3152599335 2.485 4.189 3.4595 -0.566 8 -1.969 1.711 -3.437
8.54001 3.3152601719 2.484 4.362 3.4331 -0.844 8 1.892 8.073 -0.02
8.54001 3.3152608871 2.482 4.273 3.4466 -0.702 8 -0.907 3.575 -2.524
8.54001 3.3152625561 2.477 4.179 3.4608 -0.552 8 -2.026 1.6 -3.484
8.54001 3.3152654171 2.469 4.036 3.4821 -0.325 8 -2.536 0.616 -3.905
8.54001 3.3152697086 2.457 4.057 3.4786 -0.362 8 -2.493 0.7 -3.869
8.54001 3.3152756691 2.441 4.107 3.4703 -0.448 8 -2.362 0.96 -3.76
8.54001 3.3152832985 2.42 4.149 3.463 -0.524 8 -2.101 1.434 -3.542
8.54001 3.3152930737 2.393 4.176 3.4579 -0.575 8 -1.921 1.773 -3.39
8.54001 3.3153047562 2.362 4.188 3.4547 -0.605 8 -1.781 2.029 -3.269
8.54001 3.3153185844 2.325 4.192 3.4525 -0.626 8 -1.626 2.288 -3.134
8.54001 3.3153350353 2.282 4.194 3.4503 -0.644 8 -1.487 2.519 -3.012
8.54001 3.3153352737 2.281 4.368 3.4232 -0.927 8 4.361 11.78 2.273
8.54001 3.315335989 2.278 4.28 3.4368 -0.785 8 0.115 5.265 -1.612
8.54001 3.3153376579 2.27 4.186 3.4511 -0.636 8 -1.579 2.359 -3.09
8.54001 3.315340519 2.257 4.043 3.4728 -0.409 8 -2.345 0.896 -3.728
8.54001 3.3153445721 2.238 4.064 3.4688 -0.449 8 -2.286 1.011 -3.678
8.54001 3.3153502941 2.213 4.114 3.46 -0.539 8 -1.992 1.553 -3.432
8.54001 3.3153576851 2.18 4.155 3.452 -0.619 8 -1.701 2.117 -3.187
8.54001 3.3153672218 2.139 4.181 3.4462 -0.676 8 -1.281 2.863 -2.825
8.54001 3.3153784275 2.091 4.193 3.4421 -0.714 8 -0.977 3.396 -2.561
8.54001 3.3153920174 2.035 4.197 3.4388 -0.743 8 -0.595 4.026 -2.221
8.54001 3.3154079914 1.971 4.199 3.4355 -0.772 8 -0.227 4.639 -1.893
8.54001 3.3154082298 1.969 4.373 3.4074 -1.059 8 9.475 18.932 7.116
8.54001 3.3154089451 1.962 4.286 3.4211 -0.919 8 3.129 9.981 1.146
8.54001 3.3154103756 1.948 4.193 3.4354 -0.771 8 -0.283 4.544 -1.941
8.54001 3.3154132366 1.923 4.05 3.4574 -0.547 8 -1.985 1.48 -3.402
8.54001 3.3154172897 1.887 4.07 3.4525 -0.595 8 -1.699 1.989 -3.157
8.54001 3.3154230118 1.838 4.12 3.4425 -0.695 8 -1.143 3.024 -2.684
8.54001 3.3154301643 1.777 4.161 3.4333 -0.788 8 -0.093 4.822 -1.762
8.54001 3.3154394627 1.703 4.186 3.4261 -0.86 8 1.245 6.984 -0.561
8.54001 3.3154504299 1.618 4.197 3.4207 -0.915 8 2.53 9.036 0.609
8.54001 3.3154637814 1.521 4.201 3.4162 -0.964 8 4.277 11.614 2.235
8.54001 3.3154792786 1.415 4.203 3.412 -1.014 8 6.085 14.216 3.917
8.54001 3.315508604 0.759 -9.999 4.0 1.137 9 29.981 29.969 29.987
8.56001 0.0900000036 0.09 -3.18 3.3802 5.045 0 14.671 17.632 13.308
8.56001 0.0936301276 0.094 -3.143 3.3866 5.05 0 14.578 17.541 13.216
8.56001 0.1000000015 0.1 -3.076 3.3977 5.057 0 14.412 17.378 13.05
8.56001 0.1049552634 0.105 -3.031 3.4049 5.061 0 14.299 17.267 12.936
8.56001 0.1122417077 0.112 -2.966 3.4153 5.067 0 14.134 17.1 12.771
8.56001 0.1168153137 0.117 -2.921 3.4218 5.066 0 13.969 16.846 12.615
8.56001 0.1200000122 0.12 -2.891 3.4262 5.065 0 13.834 16.616 12.489
8.56001 0.1321057677 0.132 -2.801 3.4369 5.059 0 13.475 16.053 12.152
8.56001 0.1400000006 0.14 -2.74 3.4437 5.05 0 13.24 15.697 11.932
8.56001 0.1599999964 0.16 -2.615 3.4565 5.035 0 12.779 15.01 11.501
